cipher,structure,network,model_key,family,architecture_rank,score,rounds,seed,samples_per_class,pairs_per_sample,feature_encoding,difference_profile,difference_member,evidence,literature
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,3,1,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,0,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,0,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,0,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,0,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,0,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,0,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,0,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,0,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,0,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,1,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,1,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,1,32768,1,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,1,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,1,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,1,32768,2,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
SM4,Feistel-like,Pairwise-Adaptive-DBitNet,adaptive_dbitnet_pairwise,pairwise_adaptive_dbitnet,1,30,4,1,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Shared pair encoder with mean+max pooling baseline,Multi-pair neural distinguisher / DBitNet-style
SM4,Feistel-like,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,pairset_dilated_cnn,0,34,4,1,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,"Structure-conditioned dilation, bit-mask priors, and attention/mean/max pair-set pooling",Innovation-one structure-adaptive pair-set DBitNet
SM4,Feistel-like,MoE-v4-Soft,moe_v4_soft,structure_adapter_moe,2,20,4,1,32768,4,ciphertext_pair_xor_bits,sm4_yu2023_conv_resnet,0,Structure-adapter MoE with soft routing,Innovation-one structure-aware MoE
