cipher,structure,network,model_key,family,architecture_rank,score,rounds,seed,samples_per_class,pairs_per_sample,feature_encoding,negative_mode,train_key,validation_key,difference_profile,difference_member,evidence,literature
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,1,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,2,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,5,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,random_ciphertext,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x00000000000000000000,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
PRESENT-80,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,65,6,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,present_wang_jain2021,0,Cross-key and negative-sample protocol stress test for SPN aligned input,Innovation-one SPN aligned input validation
