cipher,structure,network,model_key,family,architecture_rank,score,rounds,seed,samples_per_class,pairs_per_sample,feature_encoding,negative_mode,train_key,validation_key,difference_profile,difference_member,evidence,literature
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,0,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,3,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,4,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,5,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,6,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,7,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,8,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,5,9,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,0,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,1,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,2,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,3,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,4,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,5,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,6,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,7,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,8,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,9,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,0,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,1,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,2,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,3,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,4,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,5,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,6,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,7,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,8,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
GIFT-64,SPN,SPN-TokenMixer-PairSet,spn_token_mixer_pairset,spn_token_mixer,0,72,6,9,32768,4,ciphertext_pair_xor_spn_aligned_bits,encrypted_random_plaintexts,0x00000000000000000000000000000000,0x11111111111111111111111111111111,gift64_shen2024_spn_screen,0,10-seed confirmation for GIFT-64 public inverse-permutation aligned SPN input,Shen/Song/Lu/Long/Tian 2024 GIFT neural distinguishers; innovation-one SPN structure alignment
